recid,assignmt,sex,age,earnings,prevearn,married,pbhous,wkless13,bfeduca,recommended_training,pred_earnings_classroom,pred_earnings_ojt,pred_earnings_other,pred_earnings_control,prob_control,prob_classroom,prob_ojt,prob_other,dr_score_classroom,dr_score_ojt,dr_score_other,dr_score_control
304151,Treatment,Male,28,4.204,6.0,Not married,No,Did not work,14,OJT,24.77199872,24.9845639,19.46626518,22.54953967,0.3420486053202659,0.16341649000579964,0.3310713344678059,0.1634635702061286,24.77199872,24.9845639,19.46626518,22.54953967
304153,Treatment,Female,24,24.364,0.5,Not married,No,Did not work,14,classroom,17.57188239,15.4788734,14.59267632,14.20318118,0.32196945241119396,0.2262566062767259,0.2326893406956391,0.21908460061644103,47.59141517523421,15.4788734,14.59267632,14.20318118
304154,Treatment,Female,29,11.006,1.5,Not married,Yes,Did not work,10,classroom,9.771667778,15.13760669,14.28837432,11.00794696,0.338455912531877,0.2712703923041699,0.27169763373085504,0.11857606143309804,14.321859236476492,15.13760669,14.28837432,11.00794696
304156,Treatment,Male,36,0.192,1.2,Married,No,Did not work,13,other,18.27070243,21.82607875,20.81015825,18.44379076,0.2787729905832481,0.1720221060647336,0.390554298358784,0.15865060499323438,18.27070243,21.82607875,-109.14937295304367,18.44379076
304157,Treatment,Male,40,0.0,0.0,Not married,No,Worked,14,OJT,14.03804513,16.70492128,12.21164079,12.33047975,0.3279993015139273,0.12705323206159508,0.28917418939265255,0.255773277031825,14.03804513,16.70492128,12.21164079,12.33047975
304158,Control,Female,26,4.321,0.0,Not married,No,Worked,12,classroom,10.46006233,14.89001623,12.21164079,10.49985293,0.33400439746755756,0.274761293003307,0.21047326962021365,0.1807610399089218,-11.883195204190272,14.89001623,12.21164079,10.49985293
304159,Control,Male,27,23.5,2.0,Not married,No,Worked,12,OJT,14.82389289,17.32480796,14.19125681,12.98512543,0.33492555086373904,0.14219178207058544,0.32506411413976355,0.19781855292591188,14.82389289,17.32480796,14.19125681,12.98512543
304160,Treatment,Female,33,0.969,0.0,Not married,No,Worked,14,OJT,10.84731758,15.79470597,12.21164079,10.79534682,0.329239521654566,0.2808181492785986,0.19350095175410362,0.19644137731273192,10.84731758,15.79470597,12.21164079,10.79534682
304163,Control,Female,47,1.533,0.0,Married,No,Worked,13,OJT,10.61106347,13.9356332,13.67361128,10.59466863,0.3011535078873999,0.3082539943562198,0.23571116711118767,0.15488133064519247,10.61106347,13.9356332,13.67361128,10.59466863
304164,Treatment,Male,70,1.23,0.0,Not married,No,Worked,14,classroom,13.89231575,12.00744621,12.21164079,12.20731871,0.33148494902742975,0.09786391447088398,0.22338383534841807,0.3472673011532682,-115.49465817660737,12.00744621,12.21164079,12.20731871
304167,Treatment,Female,43,22.016,2.444656,Married,No,Did not work,14,OJT,13.55519487,18.13038349,15.80778191,16.0264019,0.2953622948814301,0.244661158143463,0.28750028855909837,0.17247625841600847,13.55519487,18.13038349,15.80778191,16.0264019
304169,Treatment,Male,28,9.369,1.5,Not married,No,Worked,10,classroom,14.2436005,15.26703158,13.52688174,12.11669125,0.33256066757560904,0.13422103267998545,0.33346817580082344,0.1997501239435821,-22.07410919623066,15.26703158,13.52688174,12.11669125
304170,Control,Female,32,0.0,3.0,Not married,No,Worked,12,OJT,12.20245336,16.1314349,14.5916004,12.14562142,0.3351804073779148,0.23089752810941835,0.25041119401273804,0.18351087049992865,12.20245336,16.1314349,14.5916004,12.14562142
304172,Treatment,Male,25,30.762,2.98,Not married,No,Did not work,13,classroom,16.45959985,20.00124111,17.12691601,17.65424932,0.3485873746930699,0.1514845859045946,0.3334048442464703,0.16652319515586533,110.87448744132028,20.00124111,17.12691601,17.65424932
304173,Treatment,Male,43,24.645,8.8,Not married,No,Worked,12,classroom,18.76280644,23.12079959,21.80232394,16.70317311,0.4364789764479754,0.1490230905530282,0.28300072735270815,0.13149720564628822,58.23449863327718,23.12079959,21.80232394,16.70317311
304175,Treatment,Male,22,57.732,5.0,Not married,No,Did not work,12,OJT,17.72916313,21.05441598,18.92986158,18.93523053,0.3517658659694069,0.15253590833687972,0.33871839972923073,0.1569798259644827,17.72916313,21.05441598,18.92986158,18.93523053
304178,Treatment,Male,24,54.577,4.9,Not married,No,Did not work,12,other,17.64696173,20.9071156,18.8325461,18.83225832,0.353053699873495,0.1487474103608254,0.33946652004895056,0.15873236971672897,17.64696173,20.9071156,244.01946899284744,18.83225832
304179,Treatment,Male,23,43.731,4.1039111,Married,No,Worked,11,classroom,18.8813776,20.78527887,22.9558316,16.34471498,0.29102515112079896,0.1341936242354134,0.39513542695441617,0.17964579768937156,204.05874755020545,20.78527887,22.9558316,16.34471498
304185,Treatment,Female,22,28.528,0.25,Married,No,Worked,10,OJT,10.31845102,14.13814945,13.83721984,10.33511575,0.3116655051643487,0.24345867273771785,0.2861071031588986,0.15876871893903488,10.31845102,14.13814945,13.83721984,10.33511575
304187,Control,Female,47,15.939,0.0,Not married,No,Worked,8,other,9.960601012,11.14048607,12.21164079,9.903005513,0.3458929935816255,0.24790203574739444,0.22789987550034663,0.17830509517063337,9.960601012,11.14048607,33.116030574447905,9.903005513
304189,Control,Male,23,4.005,0.184,Married,No,Did not work,12,OJT,17.44013287,19.98275794,19.75586492,16.84031843,0.2747805404930925,0.1715716249859728,0.3984929762873735,0.15515485823356134,17.44013287,19.98275794,19.75586492,16.84031843
304191,Treatment,Male,32,0.0,5.044,Married,Yes,Did not work,8,classroom,18.31851658,19.27115452,21.1358826,17.44938449,0.40809995199439514,0.10241071531366641,0.33441324319968974,0.15507608949224866,-160.55452931069158,19.27115452,21.1358826,17.44938449
304193,Treatment,Male,25,17.382,3.57,Not married,No,Did not work,12,classroom,16.60690539,19.49693976,17.53825015,17.50656591,0.3493414805070943,0.14848737569050083,0.34005026473919964,0.16212087906320527,21.826841471405103,19.49693976,17.53825015,17.50656591
304194,Control,Female,44,37.629,0.0,Not married,No,Worked,16,OJT,11.35182448,16.43121231,12.21164079,11.10203712,0.3202113483192166,0.2884428358071099,0.16715626363699718,0.22418955223667628,11.35182448,16.43121231,12.21164079,11.10203712
304197,Treatment,Female,29,2.913,0.0,Not married,No,Worked,10,classroom,10.17733112,13.63247289,12.21164079,10.21018115,0.33962905263299953,0.2636510361746122,0.22180757374040438,0.1749123374519839,-17.37549486316412,13.63247289,12.21164079,10.21018115
304199,Treatment,Male,24,34.136,5.4,Not married,No,Did not work,11,classroom,17.80168977,20.30606016,19.0240675,18.42149269,0.35226749872894536,0.1460786880647413,0.34545028791882987,0.15620352528748335,129.62026129742722,20.30606016,19.0240675,18.42149269
304201,Control,Male,31,22.959,2.0,Not married,No,Did not work,12,classroom,15.4832935,17.85422569,16.01039705,15.93126953,0.347670540059828,0.14011976019933237,0.3414843016457229,0.1707253980951168,68.83555794410957,17.85422569,16.01039705,15.93126953
304202,Control,Female,26,6.282,1.5,Not married,No,Worked,12,classroom,11.33326748,15.69077829,13.37525309,11.32923112,0.3340502339802201,0.25771146981542287,0.22816800540262702,0.18007029080173007,-8.267208523717645,15.69077829,13.37525309,11.32923112
304203,Control,Male,33,33.97,4.5,Married,No,Did not work,8,other,19.02991974,18.53012914,22.97248115,17.90311991,0.2927743086311451,0.14072610721359533,0.42424114881078673,0.14225843534447274,19.02991974,18.53012914,100.27910148059743,17.90311991
304204,Treatment,Female,22,9.651,0.0,Not married,No,Worked,12,classroom,10.46157547,15.07630198,12.21164079,10.50701867,0.33278711837918035,0.2770526386444197,0.21102032196324316,0.17913992101315673,7.535866211405555,15.07630198,12.21164079,10.50701867
304208,Treatment,Female,38,15.789,0.122,Married,Yes,Did not work,14,OJT,11.20404449,17.07392844,13.78011658,11.71846214,0.30285591724487065,0.29263424354192125,0.2321013668000768,0.17240847241313134,11.20404449,17.07392844,13.78011658,11.71846214
304210,Treatment,Female,29,18.116,1.487,Not married,No,Did not work,12,OJT,12.75061035,16.22460236,14.80925436,14.04119506,0.3285113296762076,0.23844336616896972,0.2465262156409815,0.1865190885138411,12.75061035,16.22460236,14.80925436,14.04119506
304215,Treatment,Male,24,52.991,7.0,Married,Yes,Did not work,10,classroom,19.22836147,22.73025565,23.37683014,20.38161886,0.42775614855079924,0.09027906062326682,0.3208016047209457,0.16116318610498842,393.20919708027503,22.73025565,23.37683014,20.38161886
304219,Control,Female,50,7.11,0.4,Married,No,Did not work,12,OJT,12.0158693,14.67891542,13.97909698,13.01858776,0.3021141193765102,0.24154729833466326,0.2968069790455172,0.15953160324330912,12.0158693,14.67891542,13.97909698,13.01858776
304222,Control,Female,34,42.952,12.48,Not married,No,Did not work,15,classroom,23.49426169,27.97989706,25.25048678,28.68098242,0.31922816837341045,0.20567279757807708,0.23488569186223052,0.24021334218628182,118.09956943670625,27.97989706,25.25048678,28.68098242
304223,Treatment,Male,25,13.785,0.06,Not married,No,Did not work,14,classroom,14.86096959,18.15755896,14.12903345,14.93429685,0.3365001920826916,0.15808002976710403,0.3266500854704172,0.17876969267978726,8.054483080697066,18.15755896,14.12903345,14.93429685
304225,Treatment,Male,24,43.887,4.5,Married,No,Did not work,12,OJT,19.82059282,23.92312834,23.95600123,21.1346512,0.2856531043050968,0.16627374609136844,0.3926364588119601,0.15543669079157477,19.82059282,23.92312834,23.95600123,21.1346512
304230,Control,Male,27,0.0,4.1039111,Married,No,Did not work,12,other,19.60074384,23.45525848,23.5705454,20.73467958,0.2856993515211595,0.16446261461064984,0.3946821904178583,0.1551558434503323,19.60074384,23.45525848,-128.3447474812848,20.73467958
304231,Treatment,Female,31,25.07,0.0,Not married,No,Worked,12,classroom,10.45689267,14.59543642,12.21164079,10.4892163,0.3352340225560567,0.2724572537267811,0.2094387332603733,0.18286999045678884,64.09138810044267,14.59543642,12.21164079,10.4892163
304232,Control,Male,28,48.66,4.1039111,Married,No,Did not work,12,OJT,19.60017848,23.430577,23.5705454,20.73262689,0.2861313048750403,0.16376165797686573,0.3950345309802972,0.15507250616779666,19.60017848,23.430577,23.5705454,20.73262689
304234,Treatment,Male,33,25.499,3.0,Not married,No,Did not work,12,classroom,16.18145148,18.72334876,16.98355189,16.92187858,0.3528237070543723,0.13456246053578663,0.3420631048142692,0.17055072759557194,85.42474922366762,18.72334876,16.98355189,16.92187858
304235,Control,Male,39,12.093,5.0,Not married,No,Did not work,10,OJT,17.23507913,18.4025018,18.38346154,17.21353436,0.3586923100882908,0.11452567133445189,0.35811589049044423,0.16866612808681306,17.23507913,18.4025018,18.38346154,17.21353436
304238,Control,Female,43,0.351,0.197,Not married,No,Worked,11,OJT,10.40086564,13.09117451,12.35184306,10.40884873,0.33960698546515034,0.26071826729560144,0.2157467372541582,0.18392800998509,10.40086564,13.09117451,12.35184306,10.40884873
304240,Treatment,Female,23,15.68,2.444656,Not married,Yes,Worked,9,OJT,10.74784442,11.03495238,13.72032164,10.79153953,0.277791543646521,0.3421921619384939,0.2362218048456189,0.14379448956936625,10.74784442,11.03495238,13.72032164,10.79153953
304243,Treatment,Female,27,0.216,2.8,Not married,Yes,Did not work,12,classroom,12.25926619,16.88628369,15.81201116,13.78844777,0.2836483213677033,0.349880856751344,0.212690739422191,0.1537800824587618,-22.16178302607358,16.88628369,15.81201116,13.78844777
304244,Treatment,Female,22,24.399,5.3,Not married,No,Did not work,11,other,15.4165067,18.02214957,17.43170474,16.63963737,0.3307679988159371,0.23801932641720008,0.25380139791894823,0.17741127684791458,15.4165067,18.02214957,56.70370246071253,16.63963737
304246,Control,Female,26,3.423,3.0,Not married,No,Did not work,8,OJT,13.29310824,14.70336746,15.30907396,13.30082507,0.3363236391459876,0.22686115803615564,0.2671092273916457,0.16970597542621094,13.29310824,14.70336746,15.30907396,13.30082507
304248,Treatment,Male,24,4.851,3.0,Not married,No,Worked,11,classroom,15.24650382,17.32774336,15.03379798,13.15490879,0.3385814304834349,0.14963741786090254,0.33209842883190166,0.17968272282376097,-54.22478196269961,17.32774336,15.03379798,13.15490879
304249,Treatment,Female,56,2.107,3.5,Not married,No,Did not work,11,classroom,13.93481127,15.39473262,16.15537111,15.10970039,0.33941964109668477,0.1879080586914168,0.2739669387268449,0.19870536148505344,-49.009861525665826,15.39473262,16.15537111,15.10970039
304250,Treatment,Male,26,10.97,0.0,Married,No,Worked,10,OJT,16.48857858,16.73505149,19.18632835,14.02881003,0.2851766192871838,0.16802119726506132,0.39013946529096954,0.15666271815678529,16.48857858,16.73505149,19.18632835,14.02881003
304251,Treatment,Female,24,13.899,2.444656,Not married,No,Did not work,11,OJT,13.23988844,16.25929195,15.40705387,14.36626829,0.32993600967214126,0.23940487688648238,0.2523564033587451,0.17830271008263127,13.23988844,16.25929195,15.40705387,14.36626829
304253,Control,Female,23,14.092,2.444656,Married,No,Worked,12,classroom,11.80979873,16.38464273,15.54062989,11.85703544,0.29616704604593325,0.21645088843548602,0.3343595091649906,0.15302255635359022,22.353535863609494,16.38464273,15.54062989,11.85703544
304255,Treatment,Female,34,6.254,2.444656,Married,No,Worked,12,OJT,11.802621,15.78725296,15.54062989,11.83363484,0.2983445106620624,0.2122648978484445,0.342151446773748,0.14723914471574506,11.802621,15.78725296,15.54062989,11.83363484
304259,Treatment,Female,47,0.915,0.0,Not married,No,Worked,12,classroom,10.43001487,13.11335832,12.21164079,10.44263903,0.33624063606369814,0.2705938797264711,0.2028353819518482,0.19033010225798264,-24.733437014492814,13.11335832,12.21164079,10.44263903
304262,Treatment,Female,50,25.39,6.37,Not married,No,Did not work,12,OJT,16.45945426,18.51123387,18.538471,18.29487535,0.34067510940030615,0.1809034777909549,0.27351199489909617,0.20490941790964287,16.45945426,18.51123387,18.538471,18.29487535
304263,Treatment,Male,34,0.83,4.1039111,Not married,No,Did not work,10,OJT,16.53242123,17.77224879,17.60935289,16.49311665,0.3534327448163463,0.12625784305118296,0.3550434075993938,0.16526600453307702,16.53242123,17.77224879,17.60935289,16.49311665
304265,Treatment,Male,27,50.328,8.0,Not married,Yes,Did not work,14,OJT,16.88616033,26.36418625,22.72356618,22.52610363,0.5164494760692766,0.1131899079214814,0.19653782128359504,0.17382279472564696,16.88616033,26.36418625,22.72356618,22.52610363
304268,Control,Male,24,23.56,0.0,Not married,No,Worked,11,classroom,13.5077215,15.24728085,12.21164079,11.66320737,0.32248286165159845,0.143061330985065,0.32314926551769474,0.21130654184564196,83.7732393082288,15.24728085,12.21164079,11.66320737
304271,Treatment,Male,24,23.868,0.0,Not married,No,Worked,12,OJT,13.66097586,16.01188857,12.21164079,11.88499804,0.32172875109123217,0.14568315493492195,0.3179203264524304,0.21466776752141553,13.66097586,16.01188857,12.21164079,11.88499804
304275,Treatment,Female,23,54.18,5.1,Not married,No,Worked,17,OJT,14.72451031,23.20151534,17.68439285,15.99484113,0.31431424663896546,0.24323725996965487,0.2142360161152889,0.2282124772760907,14.72451031,23.20151534,17.68439285,15.99484113
304276,Control,Female,26,9.588,0.0,Married,No,Worked,10,classroom,10.17903167,13.85790719,13.67361128,10.2163392,0.31325150634001553,0.2494216269889027,0.27841598500302484,0.1589108816680568,7.809422919006256,13.85790719,13.67361128,10.2163392
304278,Treatment,Male,36,2.895,5.0,Not married,No,Did not work,14,other,18.34202427,23.282058,19.47626162,20.83736632,0.3678883537328218,0.12830028042215275,0.3261062961057381,0.17770506973928726,18.34202427,23.282058,-73.83149625278618,20.83736632
304281,Treatment,Female,28,8.207,0.0,Not married,Yes,Worked,12,classroom,9.79192927,11.37743715,12.21164079,10.00273114,0.2919307544497353,0.3828620042470612,0.1834969829436659,0.14171025835953763,5.652241203755527,11.37743715,12.21164079,10.00273114
304282,Control,Female,44,4.476,0.0,Not married,No,Worked,12,classroom,10.43770276,13.46042494,12.21164079,10.45282781,0.3364608803135747,0.2701833367268059,0.20451112172848293,0.1888446612311364,-11.627694877857056,13.46042494,12.21164079,10.45282781
304289,Control,Female,25,33.18,5.8,Not married,No,Worked,14,OJT,14.25860887,20.01035597,17.53436507,14.75675767,0.32450519857390614,0.2231975560357885,0.2504087985826548,0.2018884468076505,14.25860887,20.01035597,17.53436507,14.75675767
304290,Treatment,Female,35,7.24,0.0,Not married,No,Worked,12,classroom,10.45297187,14.30601753,12.21164079,10.47936341,0.33594469396719323,0.27113289946769364,0.208292692574618,0.18462971399049524,-1.3972015184302595,14.30601753,12.21164079,10.47936341
304293,Control,Female,29,24.466,1.0,Not married,Yes,Worked,12,classroom,10.18139186,11.70448878,12.9842984,10.55352261,0.28463876156869455,0.37900198130107754,0.19326621610286096,0.143093041027367,47.87145377197816,11.70448878,12.9842984,10.55352261
304294,Treatment,Female,28,10.401,2.444656,Not married,Yes,Worked,14,OJT,10.74556971,13.49337226,14.397417,11.79798371,0.26859696627780455,0.37402970716396006,0.20517296052599757,0.15220036603223785,10.74556971,13.49337226,14.397417,11.79798371
304297,Control,Female,28,18.283,6.0,Not married,No,Worked,16,classroom,14.92695727,22.35280898,18.41614543,16.1239723,0.3188052636860823,0.21897701288092156,0.23453999893776636,0.22767772449522986,30.2529619763707,22.35280898,18.41614543,16.1239723
304300,Treatment,Male,23,7.737,4.1039111,Not married,No,Worked,12,OJT,16.05036624,19.27001384,16.32484293,14.15588172,0.3461376716238298,0.1622172157569208,0.32436200852057456,0.16728310409867492,16.05036624,19.27001384,16.32484293,14.15588172
304301,Control,Female,49,26.049,0.22,Not married,No,Worked,12,classroom,10.55207153,12.97986859,12.38038931,10.55711543,0.3367218917255708,0.26553367890667323,0.20612433413951123,0.1916200952282449,68.91351379151698,12.97986859,12.38038931,10.55711543
304303,Treatment,Male,36,0.113,0.0,Not married,No,Worked,9,other,13.26617365,13.19930185,12.21164079,11.23287214,0.32968302101908953,0.11972484275038536,0.32534557501454087,0.22524656121598424,13.26617365,13.19930185,-41.50123600015381,11.23287214
304309,Treatment,Female,22,22.08,4.741,Not married,No,Did not work,12,classroom,15.12557792,18.53050537,17.2943805,16.93040491,0.32860650839543826,0.24127813353095923,0.24759130598977422,0.1825240520838283,43.94883669702321,18.53050537,17.2943805,16.93040491
304311,Treatment,Male,30,0.0,0.0,Not married,No,Worked,10,classroom,13.37669618,14.23810529,12.21164079,11.44269706,0.32626814676767363,0.1310226891022142,0.32517663319867934,0.21753253093143288,-88.71780570863466,14.23810529,12.21164079,11.44269706
304312,Treatment,Male,22,88.174,10.0,Married,No,Did not work,12,OJT,22.85519195,30.65298658,29.30835287,26.61270894,0.31074955039657876,0.16899862861976037,0.35783619039198994,0.16241563059167088,22.85519195,30.65298658,29.30835287,26.61270894
304314,Treatment,Female,34,38.019,10.584,Not married,No,Did not work,14,OJT,21.0752728,24.80774112,22.91338243,24.86728556,0.32687878567663686,0.20927581353927996,0.24568271980124493,0.21816268098283814,21.0752728,24.80774112,22.91338243,24.86728556
304317,Control,Female,45,0.0,2.444656,Married,No,Worked,12,OJT,11.78384067,14.82639289,15.54062989,11.80120244,0.3006533077651021,0.2118366587259788,0.34998705153381565,0.13752298197510346,11.78384067,14.82639289,15.54062989,11.80120244
304318,Treatment,Female,32,1.302,0.12,Married,No,Worked,12,classroom,10.52223803,14.67852175,13.76525699,10.5532153,0.3060604868093112,0.26717069985585545,0.2634869344269956,0.1632818789078377,-23.98842513394172,14.67852175,13.76525699,10.5532153
304319,Treatment,Male,26,69.594,11.0,Not married,No,Did not work,12,OJT,23.48230612,29.4264645,24.76879065,24.90038206,0.36535499861901355,0.13904681338298291,0.3432709928717146,0.15232719512628903,23.48230612,29.4264645,24.76879065,24.90038206
304321,Control,Female,31,20.711,1.12,Married,No,Worked,12,OJT,11.07471248,15.27460344,14.52897123,11.10848535,0.3040907394516026,0.24277738478186023,0.2953741154742986,0.1577577602922387,11.07471248,15.27460344,14.52897123,11.10848535
304322,Treatment,Female,22,3.026,0.0,Not married,No,Worked,9,classroom,10.07593037,13.52187905,12.21164079,10.0920208,0.33967511835032627,0.26298401999262644,0.22680583455107525,0.17053502710597213,-16.73151736084565,13.52187905,12.21164079,10.0920208
304324,Treatment,Male,46,25.695,0.0,Married,No,Worked,8,other,16.27288061,13.53296734,19.18632835,13.47555397,0.3035947516489074,0.17208466444873716,0.38119597598423827,0.1431246079181172,16.27288061,13.53296734,64.66188803658909,13.47555397
304325,Control,Female,46,0.443,0.0,Not married,No,Worked,12,OJT,10.43274755,13.23287531,12.21164079,10.44610993,0.3363382828541986,0.270412458007036,0.20341871685798626,0.1898305422807791,10.43274755,13.23287531,12.21164079,10.44610993
304329,Control,Female,42,21.091,2.0,Not married,No,Did not work,12,classroom,13.0750574,16.07604412,15.20103977,14.46013683,0.3329330520182468,0.2219057067897508,0.2507496817061841,0.1944115594858183,49.19825006576985,16.07604412,15.20103977,14.46013683
304331,Treatment,Male,54,13.245,4.1039111,Married,No,Worked,11,OJT,18.82550982,18.11833438,22.9558316,16.2556285,0.3197143526871358,0.1208751146138305,0.39892573961035716,0.16048479308867653,18.82550982,18.11833438,22.9558316,16.2556285
304334,Control,Male,37,8.033,4.2,Not married,No,Did not work,17,classroom,18.93357442,26.94563934,19.29877779,22.97830589,0.3708647360458923,0.1332471431678272,0.2892802789734482,0.20660784181283232,-62.87361604464304,26.94563934,19.29877779,22.97830589
304335,Control,Female,36,25.497,14.159,Not married,No,Did not work,8,OJT,24.17872709,19.52894717,21.39244995,19.6217565,0.3230104252420831,0.18036552244470097,0.2896160401438445,0.20700801216937134,24.17872709,19.52894717,21.39244995,19.6217565
304338,Treatment,Female,23,6.933,1.44,Not married,No,Did not work,12,classroom,12.72291268,16.32953173,14.77335979,14.01130077,0.3262958050542766,0.2447530167398597,0.245547031533073,0.18340414667279067,-10.933231612406892,16.32953173,14.77335979,14.01130077
304339,Treatment,Female,33,24.344,3.2,Not married,No,Did not work,11,OJT,13.7723335,16.47880471,15.94264884,14.94760417,0.3341630447547724,0.22608194575439133,0.25677385614537934,0.18298115334545698,13.7723335,16.47880471,15.94264884,14.94760417
304340,Treatment,Female,30,0.0,0.0,Not married,No,Worked,12,classroom,10.45766392,14.66013811,12.21164079,10.49149291,0.3350166926395668,0.27286350989245495,0.2096794074803437,0.18244038998763457,-27.86795874798419,14.66013811,12.21164079,10.49149291
304342,Treatment,Female,38,39.761,10.032,Not married,Yes,Did not work,13,OJT,15.06985497,21.47149278,21.88334108,21.26108715,0.3096787410718051,0.1500053884247036,0.25185127630316373,0.2884645942003276,15.06985497,21.47149278,21.88334108,21.26108715
304344,Treatment,Female,25,32.112,1.7,Not married,No,Worked,9,OJT,11.05153295,14.06730359,13.2535723,10.76724491,0.33973550229856364,0.24319239109682048,0.24632195123745837,0.1707501553671576,11.05153295,14.06730359,13.2535723,10.76724491
304345,Treatment,Male,48,8.958,6.754,Married,No,Did not work,12,OJT,21.03014434,25.4615144,26.14949225,23.31376012,0.3083409021100803,0.14030813762680622,0.40084786085586877,0.15050309940724466,21.03014434,25.4615144,26.14949225,23.31376012
304349,Control,Female,39,0.0,0.14,Not married,No,Did not work,9,classroom,11.51721191,13.41151086,13.75758247,11.90824289,0.33537791804553413,0.22459667258895227,0.26293545957666287,0.1770899497888508,-39.76231853557492,13.41151086,13.75758247,11.90824289
304350,Treatment,Female,34,7.146,0.0,Married,No,Worked,9,classroom,10.06844294,12.92665498,13.67361128,10.06694073,0.3187441080739533,0.24699658671585803,0.2822617994481568,0.15199750576203178,-1.763473358349275,12.92665498,13.67361128,10.06694073
304351,Control,Male,22,13.13,3.5,Not married,No,Did not work,12,classroom,16.55555794,19.48528164,17.47012931,17.44215121,0.3468550819102545,0.1541210654864224,0.3391582412746997,0.15986561132862334,-5.6708517281954265,19.48528164,17.47012931,17.44215121
304352,Treatment,Female,27,7.979,0.0,Not married,No,Worked,13,classroom,10.64060502,15.47177741,12.21164079,10.64990449,0.3313670163391936,0.2787434162098194,0.20340701743426834,0.18648255001671865,1.0920206760507885,15.47177741,12.21164079,10.64990449
304355,Treatment,Male,45,20.515,2.0,Not married,No,Worked,14,OJT,15.20202245,17.91459609,14.43202105,13.67465039,0.3463751148750334,0.11258299133399025,0.29940600990273564,0.24163588388824067,15.20202245,17.91459609,14.43202105,13.67465039
304358,Control,Male,27,11.07,4.2,Not married,No,Did not work,12,classroom,17.08802727,20.09380665,18.15133771,18.12977778,0.35302990828917247,0.14382586424159188,0.3405812362014571,0.16256299126777873,-24.754427852614132,20.09380665,18.15133771,18.12977778
304359,Treatment,Male,27,11.52,1.2,Married,No,Worked,10,classroom,17.15002247,17.40604718,20.22297815,14.56256391,0.28840999897993075,0.15532936176117826,0.3945950571456334,0.16166558211325754,-19.09568411222534,17.40604718,20.22297815,14.56256391
304366,Treatment,Male,25,3.522,0.6,Not married,No,Worked,12,OJT,14.0098581,16.38690198,12.79830923,12.21492056,0.3255567455679312,0.14417651601970966,0.3201166905521406,0.2101500478602185,14.0098581,16.38690198,12.79830923,12.21492056
304367,Treatment,Female,23,17.11,8.0,Married,No,Did not work,11,classroom,16.0955244,19.74141847,19.34620518,18.78439835,0.31909949361233714,0.22759681328412482,0.3185145417163699,0.1347891513871682,20.552860974100273,19.74141847,19.34620518,18.78439835
304368,Treatment,Female,48,0.0,0.0,Not married,No,Worked,12,OJT,10.42710208,12.98993841,12.21164079,10.43909349,0.33611780747602593,0.2708214954212943,0.20222669186082495,0.1908340052418549,10.42710208,12.98993841,12.21164079,10.43909349
304371,Treatment,Female,30,0.666,0.0,Not married,Yes,Worked,10,classroom,9.79060212,10.50999205,12.21164079,9.865554825,0.2985302100758429,0.36371347369142715,0.19622638385966254,0.14152993237306735,-15.296733873885318,10.50999205,12.21164079,9.865554825
304376,Treatment,Female,23,0.0,0.0,Not married,Yes,Worked,11,classroom,9.794203973,11.08227867,12.21164079,9.945824621,0.29026824766173726,0.37908178115906027,0.19098211028380718,0.13966786089539523,-16.042447799221193,11.08227867,12.21164079,9.945824621
304380,Treatment,Male,23,47.373,4.1039111,Married,No,Did not work,14,OJT,20.19970737,26.82644646,24.01902084,22.61400667,0.28011021802183095,0.17815327368527,0.3745421890500385,0.1671943192428605,20.19970737,26.82644646,24.01902084,22.61400667
304382,Treatment,Male,33,16.12,0.0,Not married,No,Worked,14,other,14.0473805,17.2907248,12.21164079,12.34955105,0.324681047123086,0.13682933212533316,0.2973974110051436,0.24109220974643722,14.0473805,17.2907248,28.42269636127093,12.34955105
304384,Treatment,Male,31,1.941,4.25,Not married,No,Did not work,15,other,18.11203643,23.95073278,18.8966555,20.92855963,0.36265168030580713,0.1419254196643789,0.31563619533407866,0.17978670469573527,18.11203643,23.95073278,-75.41318531217328,20.92855963
304385,Treatment,Female,22,35.349,5.2,Not married,No,Did not work,12,OJT,15.50028466,18.83486786,17.64492534,17.33606924,0.32880876135425136,0.24070929513030576,0.24790437794943326,0.18257756556600946,15.50028466,18.83486786,17.64492534,17.33606924
304391,Treatment,Female,28,26.831,2.444656,Not married,Yes,Did not work,11,classroom,12.12008403,16.03412893,15.40705387,13.1179666,0.2866027189783456,0.34439615190459905,0.218477384211391,0.15052374490566423,54.83518374480477,16.03412893,15.40705387,13.1179666
304393,Control,Female,31,17.848,5.0,Not married,No,Did not work,10,OJT,15.02465322,16.84490549,16.94578245,15.67934898,0.33650143675636046,0.2212609508866777,0.26422664478180535,0.17801096757515653,15.02465322,16.84490549,16.94578245,15.67934898
304394,Control,Male,31,25.193,4.0,Not married,No,Did not work,14,OJT,17.54789195,22.22144854,18.39382677,19.64984632,0.35936031059879,0.14051636597604808,0.32564169752511823,0.17448162590004354,17.54789195,22.22144854,18.39382677,19.64984632
304395,Treatment,Male,28,45.043,3.0,Not married,No,Did not work,14,OJT,16.79784275,21.14849358,17.31139192,18.45642951,0.3523361046396112,0.14807365656828733,0.32571602683500284,0.17387421195709857,16.79784275,21.14849358,17.31139192,18.45642951
